Name,Latitude,Longitude
Autohaus Krauth GmbH & Co. KG,49.413549,8.640624
Cloppenburg GmbH,49.752749043872,8.1220908492802
Fett & Wirtz Automobile GmbH & Co. KG,51.46176,6.61401
Hans Brandenburg GmbH,51.091017115802,6.8126315327842
Autohaus Walter Mulfinger GmbH,48.70029,10.16578
Autohaus Timmermanns GmbH,51.231682584171,6.7118880891994
BMW AG Niederlassung Mannheim Gebrauchte Automobile Zentrum,49.502184111449,8.4549414984787
Autohaus Krauth GmbH & Co. KG,49.24502,8.88436
Autohaus Langlinderer e. K.,48.213463,12.41164
Autohaus Joas OHG,48.577677022922,10.49997547055
BMW AG Niederlassung Mannheim,49.46531,8.48692
Autohaus Rolf Horn GmbH,50.83408,6.95028
Autohaus Timmermanns GmbH Niederlassung Neuss,51.19972,6.69973
Autohaus Vogl e. K.,48.16148,12.799625
Cloppenburg GmbH,49.853560401136,7.893943984393
Auto Becker Hans Klausmann GmbH & Co. KG,51.33512,6.59686
Procar Automobile GmbH & Co. KG,50.91467,6.85368
Autohaus Walter Mulfinger GmbH,48.935843037439,9.437564696256
Baum-Automobile GmbH & Co. KG,50.548955478253,7.134010713134
Autohaus Tschirley GmbH,49.07194,9.13692
Autohaus Walter Mulfinger GmbH,48.6203185,10.2528813
Autohaus Mulfinger GmbH,48.7891,9.75932
Drexl + Ziegler GmbH & Co. KG,48.435822,10.865991
Autohaus Timmermanns GmbH,51.213474009916,6.6366454649392
Klaus Scheller GmbH,49.484,8.364265
Autohaus Krauth GmbH & Co. KG,49.30604,8.6305
BMW AG Niederlassung München Karosserie- und Lackzentrum,48.24962713256,11.628698956117
Autohaus Kainz GmbH & Co. KG Mayen,50.336271,7.257054
Spaett GmbH & Co. KG,48.232349,11.686653
AH Stadel Zweig-NL der AH Heermann und Rhein GmbH,49.132553,8.905977
Autohaus Euler Kaiserslautern GmbH,49.6760321,8.0136654
Autohaus Widmann + Winterholler GmbH,48.26388,11.47467
Klaus Scheller GmbH,49.560045175942,8.1762207429853
Autohaus Augsburg GmbH,48.377595,10.932375
Autohaus Krauth GmbH & Co. KG,49.33052,8.534815
Drexl + Ziegler GmbH & Co. KG,48.388605,10.83907
Autohaus Walter Mulfinger GmbH,48.87514,9.39307
Simon Gruber Autoservice GmbH & Co. KG,48.188496020286,11.779191606503
BMW AG Niederlassung München Filiale Fröttmaning,48.209089453276,11.619655130326
Autohaus Walter Mulfinger GmbH,48.80688,9.51527
Auto Becker Hans Klausmann GmbH & Co. KG,51.36964,6.43554
Autohaus Rolf Horn GmbH,50.7983199,6.7821926999999
BMW AG Niederlassung München Räder Service Nord,48.203808,11.586129
Müller-Dynamic GmbH,49.99412,7.528765
Autohaus Adolf Cuntz KG,49.339855,8.428825
Autohaus Augsburg GmbH,48.340037431213,10.88372829359
Faba Autowelt GmbH,51.22291218832,6.481993311412
AH Stadel Zweig-NL der AH Heermann und Rhein GmbH,48.954833,9.11729
BMW AG Niederlassung München,48.18865,11.57506
Klaus Scheller GmbH,49.463627,8.180668
Kohl-Automobile GmbH,50.946869,6.623994
BMW AG Niederlassung München MINI München,48.176105323092,11.564964923197
Autohaus Entenmann GmbH & Co. KG,48.69715,9.661424
Fett & Wirtz Automobile GmbH & Co. KG,51.521395,6.292784
Autohaus Fetzer GmbH,48.631563580505,9.8067142472252
Autohaus Reisacher GmbH,48.469917,10.276367
Autohaus Rhein Ludwigsburg Zw. Nl. der Autohaus Heermann u. Rhein GmbH,48.898072,9.154741
Autohaus Zeisler GmbH,48.82079,9.31528
Autohaus Schwarz GmbH,48.86495716816,9.2076647554296
Drexl & Ziegler GmbH & Co. KG,48.45188,10.29746
Autohaus Rolf Horn GmbH,50.65327,6.79219
AH Richard Wagner GmbH,48.06026,12.17531
Fett & Wirtz Automobile GmbH & Co. KG,51.813323657692,6.1410627634595
Automag GmbH,48.118653,11.68289
Autohaus Widmann + Winterholler GmbH,48.192407562483,11.256183377839
Automag GmbH,48.1408,11.52425
Autohaus Richard Wagner GmbH,48.07727,11.87972
Ungeheuer Automobile GmbH,49.13774,8.59221
Schwarz GmbH,47.98912,12.54231
Autohaus Michael Schmidt GmbH,48.13129,11.37461
BMW AG Niederlassung Stuttgart Filiale Rosensteinpark,48.807107117577,9.1934497774372
Vogel Autohäuser GmbH & Co. KG Standort Germersheim,49.2323,8.36985
Autohaus Hagl GmbH & Co. KG,48.07159,11.65583
AHG Autohandelsgesellschaft mbH,48.957130091872,8.8490467519435
Autohaus Melter N'lassung d. AHG-Autohandelsges. mbH,49.038536,8.690009
BMW AG Niederlassung München Filiale Solln,48.09207,11.50288
Simon Gruber Autoservice GmbH & Co. KG,48.06416,11.661695
Autohaus Adolf Cuntz KG,49.341835,8.1527403
Autohaus Entenmann GmbH & Co. KG,48.71705,9.342215
Autohaus Timmermanns Nettetal GmbH,51.27717,6.253505
Autohaus Entenmann GmbH & Co. KG,48.651385,9.439858
Autohaus Entenmann GmbH & Co. KG,48.73209,9.24432
Autohaus Müller GmbH & Co. KG,48.805059765379,9.0749409338616
Autohaus Uwe Ratzel GmbH & Co. KG,49.13191,8.4287
Autohaus W. Maier GmbH,47.98816270005,11.873727200134
Procar Automobile GmbH & Co. KG,51.07729,6.30606
Autohaus Hengge GmbH,48.030039400893,11.58168897638
Christian Braun Automobile GmbH,50.0289712,7.1568251
Autohaus Rolf Horn GmbH,50.78949,6.4679
Autohaus Rolf Horn GmbH,50.915614873352,6.3776379694366
Autohaus Müller GmbH,48.78891,9.01725
Autohaus Baierbrunn GmbH,48.018920138298,11.476339031912
Autohaus Briem Nürtingen GmbH,48.63667,9.33988
Autohaus Reisacher GmbH,48.40089,9.96016
Autohaus Unterberger GmbH,47.854959,12.963658
Müller & Klöck GmbH,48.16602,10.75579
Schwarz GmbH,47.86818,12.63976
BMW AG Niederlassung Stuttgart,48.7313,9.08789
Autohaus Briem GmbH & Co. KG,48.7022,9.14079
Autohaus Reisacher GmbH,48.248744230786,10.364431057809
Autohaus Rolf Horn GmbH,50.552694,6.571203
Autohaus Briem GmbH & Co. KG,48.65744,9.20219
Autohaus Michael Schmidt GmbH,48.00533,11.34819
Vogel Autohäuser GmbH & Co. KG Standort Landau,49.209681,8.11866
AHG Autohandelsgesellschaft mbH,48.902234995715,8.659838820336
Cloppenburg GmbH,49.72439,7.38687
Autohaus Euler Kaiserslautern GmbH,49.4447,7.73219
Autohaus Unterberger GmbH,47.843388589307,12.34653913642
Ungeheuer Automobile GmbH,48.996751142897,8.4372706668868
Autohaus Widmann + Winterholler GmbH,48.008209516307,11.183447799265
Autohaus Kainz GmbH & Co. KG Daun,50.19199,6.80534
Autohaus Reisacher GmbH,48.053390375833,10.896149241232
Autohaus Unterberger GmbH,47.84376976593,12.083970884268
Autohaus Netuschil GmbH,48.68254,9.000415
Kohl-Automobile GmbH,51.0608791421,6.1175434443748
Autohaus Bachfrieder GmbH & Co. KG,47.760286,12.900548
Autohaus Michael Schmidt GmbH,47.901548176523,11.430510368562
Ungeheuer Automobile GmbH,48.93936,8.38113
Auto-Albert GmbH,49.6135,7.34336
Autohaus Kainz GmbH & Co. KG Wittlich,49.987426082571,6.9057735362423
Hermann Menton GmbH & Co KG,48.416097,9.476935
Hermann Menton GmbH & Co KG,48.513388055486,9.2323830717328
Autohaus Euler Pirmasens GmbH,49.41746,7.57307
AHG Autohandelsgesellschaft mbH,48.70969,8.75906
AH Euler Pirmasens GmbH Filiale Bad Bergzabern,49.106942,8.011941
AHG Autohandelsgesellschaft mbH,48.477725518552,9.2448114022601
Autohaus Schenk GmbH & Co. KG,48.29153,9.72115
Autohaus Munding GmbH,48.241565,9.86608
Kohl-Automobile GmbH,50.7664,6.14713
Autohaus Hasse GmbH,48.03575,10.502039999999
Hermann Menton GmbH & Co KG,48.517964828057,9.0843194747342
Kohl-Automobile GmbH Filiale Laurensberg,50.79158621482,6.0656692326325
Autohaus Widmann + Winterholler GmbH,47.846668,11.151048
Autohaus Moderegger GmbH,47.61743,12.96923
Autohaus Michael Schmidt GmbH,47.750205,11.56705
Ungeheuer Automobile GmbH,48.859644069139,8.2312632048947
Autohaus Kathan GmbH,47.71857,11.71877
AHG Autohandelsgesellschaft mbH,48.57319,8.765
AHG Autohandelsgesellschaft mbH,48.479712049,8.9496506967856
Autohaus Euler Pirmasens GmbH,49.215787535166,7.5958917672939
Autohaus Schaal GmbH,50.152845952747,6.4723711040446
Erwin Martin GmbH,47.81284,10.89337
Autohaus Reisacher GmbH,47.999,10.15273
Autohaus Mendler ein Unt. der Widmann+Winterholler GmbH,47.870925330326,10.628524333709
Müller-Dynamic GmbH,49.456332,7.178069
Autohaus Munding GmbH,48.104,9.795765
AHG Autohandelsgesellschaft mbH,48.78307,8.20476
Autohaus Schaal GmbH,49.950548745846,6.5396468480051
Bühler & Ruff KfZ-Technik GmbH,48.37072,8.96212
Autohaus Munding GmbH Filiale Riedlingen,48.154329,9.500366
Autohaus Hoffmann e.K.,49.2602465,7.3386133
BMW AG Niederlassung Saar-Pfalz,49.302722398092,7.2646053635396
Henning Orth Automobile GmbH & Co. KG,49.771867,6.665591
AHG Autohandelsgesellschaft mbH,48.45685,8.695865
Cloppenburg GmbH,49.73117,6.60926
AHG Autohandelsgesellschaft mbh,48.2038198,9.0464953
AHG Autohandelsgesellschaft mbH,48.46657,8.440165
Autohaus Revo GmbH,48.02501,9.495365
Müller-Dynamic GmbH,49.41364,6.89262
AHG Autohandelsgesellschaft mbH,48.2603,8.84976
Müller-Dynamic GmbH,49.5076343,6.7623175
AHG Autohandelsgesellschaft mbH,48.627457836734,8.0572519897961
Autohaus Mayer & Kloos GmbH,47.82779,10.01514
Autohaus Revo GmbH,48.08179,9.201995
Auto-Schmidt Rudolf Schmidt e.K. Inh. Elke Schmitt,49.60634,6.57527
Autohaus Fink GmbH & Co. KG,47.716732456171,10.294967573194
BMW AG Niederlassung Saarbrücken,49.224155366199,7.0435259857222
Autohaus Widmann + Winterholler GmbH,47.521235,11.111715
Autohaus Mendler ein Unt. der Widmann+Winterholler GmbH,47.56813,10.67764
BMW AG Niederlassung Saarlouis,49.3252,6.74902
Autohaus Karl Fritz,47.9293558,9.2437178
AHG Autohandelsgesellschaft mbH,48.576848490148,7.8195591770161
Autohaus H. Emmerich GmbH,48.14847,8.64297
AHG Autohandelsgesellschaft mbH,48.238402277862,8.418732073285
Autohaus Unterberger GmbH,47.6977,9.825331
AHG Autohandelsgesellschaft mbH,48.46528,7.9314601135777
AHG Autohandelsgesellschaft mbH,48.069376,8.755256
Auer Gruppe GmbH,47.768782,9.552999
Autohaus Konrad Fink e. K.,47.55899,10.21282
AHG Autohandelsgesellschaft mbH,47.973115,8.83402
Autohaus Schmid GmbH,48.281917480632,8.1393547731212
AHG Autohandelsgesellschaft mbH,48.076961637082,8.5005737915369
Auer Gruppe GmbH,47.840392,9.029215
Autohaus Rhein Bodensee Zw.-Nl. der AH Heermann u. Rhein GmbH,47.66258,9.498153
AHG Autohandelsgesellschaft mbH,48.340769,7.857714
Autohaus Unterberger GmbH,47.549848330851,9.7290669423759
Autohaus Schmid GmbH,48.169418824359,8.0648393201086
AHG Autohandelsgesellschaft mbH,47.964728423612,8.5084269361065
Auer Gruppe GmbH,47.678075,9.149685
Auer Gruppe GmbH,47.758137,8.865087
Autohaus Klett GmbH,47.73417,8.849965
Märtin GmbH,48.123417624527,7.8351142451907
Autohaus Thoma GmbH,48.0914,7.89424
Märtin GmbH,48.01424,7.8423
Märtin GmbH,48.0684,7.72381
Gottstein GmbH Automobile + Motorräder,47.616766,8.24481
Autohaus Josef Mayer GmbH,47.87248,7.65049
Gottstein GmbH Automobile + Motorräder,47.647926720205,7.806935850662
Gottstein GmbH Automobile + Motorräder,47.55271,7.927049
Gottstein GmbH Automobile + Motorräder,47.62358,7.61214
